passengerTraffic,type,stationName,stationShortCode,stationUICCode,countryCode,longitude,latitude
true,STOPPING_POINT,Pitäjänmäki,PJM,69,FI,24.8601708909316,60.22343845677647
false,STATION,Pohjankuru,PKU,59,FI,23.55176723177291,60.09818524633457
true,STOPPING_POINT,Pohjois-Haaga,POH,657,FI,24.88364622155584,60.23012948278079
false,STATION,Pohjois-Louko,PLU,1214,FI,22.94079688126658,62.64773072618168
false,STATION,Poikkeus,PKK,1216,FI,23.13751800029301,61.98998965906128
false,TURNOUT_IN_THE_OPEN_LINE,Poiksilta,POI,965,FI,29.74439702791639,61.791248273878
true,STATION,Pori,PRI,220,FI,21.78572321913222,61.47777209750049
false,TURNOUT_IN_THE_OPEN_LINE,Porokylä,POR,473,FI,29.10206628967256,63.55704092800343
true,STATION,Porvoo,PRV,23,FI,25.64916540672484,60.39670795733601
false,STATION,Puhos,PUS,919,FI,29.97872065332543,62.08931899742871
true,STOPPING_POINT,Puistola,PLA,553,FI,25.03725885963996,60.27666250460228
true,STOPPING_POINT,Pukinmäki,PMK,551,FI,24.99410384078672,60.24247098204923
false,STATION,Pulsa,PL,1217,FI,27.97440374030262,60.92760250708037
true,STATION,Punkaharju,PUN,517,FI,29.3846945322684,61.76175674492351
true,STATION,Purola,PUR,564,FI,25.0507473456716,60.50041698448968
false,STATION,Pyhäkumpu,PYK,757,FI,26.04351799019534,63.66294273956703
false,STATION,Pyhäkumpu erkanemisvaihde,PYE,1218,FI,26.03119187675353,63.67898873765653
true,STATION,Pyhäsalmi,PHÄ,331,FI,25.98361502891564,63.68436897410799
true,STATION,Pännäinen,PNÄ,305,FI,22.78989134643909,63.59679710335286
true,STATION,Pääskylahti,PKY,519,FI,28.92668569826586,61.86294308202961
false,TURNOUT_IN_THE_OPEN_LINE,R530,R530,99994,FI,25.02204560035829,64.60555052404949
false,STATION,Raahe,RHE,335,FI,24.49096479953922,64.68520983077
false,TURNOUT_IN_THE_OPEN_LINE,Raide934,R934,99998,FI,28.10061446207352,64.36296084071225
false,STATION,Raippo,RPO,490,FI,28.1078130639296,60.91237558484782
false,STATION,Raisio,RAI,125,FI,22.12855842619777,60.48592803807709
false,STATION,Rajamäki,RM,88,FI,24.76199869096384,60.53273889925433
false,STATION,Rajaperkiö,RJP,1220,FI,23.01298365073672,63.03743932338116
false,STATION,Rantasalmi,RMI,524,FI,28.2784968890225,62.01507534552261
false,STATION,Rasinsuo,RAS,1222,FI,27.89378914055414,60.97650210051839
false,STATION,Ratikylä,RLÄ,596,FI,23.01084770737152,62.24621619845151
false,STATION,Rauha,RAH,501,FI,28.6896643977258,61.17870881750006
false,TURNOUT_IN_THE_OPEN_LINE,Rauhalahti,RHL,1225,FI,25.80191538100761,62.24080913596418
false,STATION,Rauma,RMA,165,FI,21.49142690725031,61.13277899321351
false,STATION,Raunio,RIO,1227,FI,22.9547719202878,63.17275954183184
false,STATION,Rautaruukki,RAT,750,FI,24.46342490035612,64.68456963658556
false,STATION,Rautjärvi,RJÄ,506,FI,29.08731170049994,61.3012370621968
false,TURNOUT_IN_THE_OPEN_LINE,Rautpohja,RPH,1232,FI,25.69118223310842,62.23339008298343
true,STOPPING_POINT,Rekola,RKL,554,FI,25.06929940698713,60.3331943575153
true,STOPPING_POINT,Retretti,REE,793,FI,29.29659930650906,61.80393421980435
false,STATION,Riihimäki Arolampi,ARP,1235,FI,24.81886129034707,60.69747214272212
true,STATION,Riihimäki asema,RI,40,FI,24.78158719581889,60.73637998354012
false,STATION,Riihimäki lajittelu,RILA,1238,FI,24.79037804239735,60.7323216908255
false,STATION,Riihimäki tavara,RIT,1240,FI,24.80078188992646,60.72261286480028
false,STATION,Riijärvi,RJR,1327,FI,22.67567279647533,63.46817540553229
false,STATION,Riippa,RPA,747,FI,23.64912691675746,63.86983747572984
false,STATION,Ristiina,RST,770,FI,27.26576879655899,61.46212893577299
false,STATION,Ristijärvi,RJV,391,FI,28.18791282153155,64.49008857086702
true,STATION,Rovaniemi,ROI,364,FI,25.70629712204563,66.50023988189707
false,STATION,Ruha,RHA,742,FI,22.99665787166855,62.90446465992294
true,STOPPING_POINT,Runni,RNN,886,FI,26.88789244105419,63.60344462959058
false,STATION,Ruokosuo,RSU,1342,FI,27.74011313505698,63.09744022547317
true,STATION,Ruukki,RKI,337,FI,25.09880610628957,64.66219434581333
false,STATION,Ruusumäki,RSM,1338,FI,24.90027907847368,60.31194995056232
true,STATION,Ryttylä,RY,42,FI,24.75848958957459,60.81843977948854
false,STATION,Röyttä,RÖY,833,FI,24.16308276395117,65.76806984599402
false,STATION,Saakoski,SAA,668,FI,25.41124412634131,61.99111258707845
false,STATION,Saari,SR,964,FI,29.66331643914387,61.69563052502078
false,STATION,Saarijärvi,SRJ,254,FI,25.28373856953833,62.70111613431559
false,STATION,Salminen,SLN,405,FI,27.28763450285262,62.67724970851093
true,STATION,Salo,SLO,55,FI,23.12138075531426,60.38473030320888
false,STATION,Sammalisto,SAM,1246,FI,24.78410404802121,60.7639955824547
true,STOPPING_POINT,Santala,STA,827,FI,23.12100155087275,59.87497990500802
true,STATION,Saunakallio,SAU,806,FI,25.06605174042367,60.48743730788218
false,STATION,Saunamäki,SMÄ,1325,FI,26.51955589062447,60.85919864915495
true,STOPPING_POINT,Savio,SAV,555,FI,25.09833328500912,60.38153702331244
true,STATION,Savonlinna asema,SL,521,FI,28.88837359796212,61.86971522120385
true,STATION,Seinäjoki asema,SK,280,FI,22.84376809322631,62.79310869015571
false,STATION,Seinäjoki tavara,SKT,1252,FI,22.87058521799952,62.78388570764475
false,STATION,Selänpää,SPÄ,539,FI,26.71532339977419,61.00813578885471
false,STATION,Sieppijärvi,SPJ,796,FI,23.86743174627524,67.16234337967936
false,STATION,Sievi,SVI,319,FI,24.28180074657591,63.98112517612878
false,STATION,Siikamäki,SKÄ,429,FI,27.40922568783743,62.29002477146366
true,STATION,Siilinjärvi Asema,SIJ,413,FI,27.66827074395875,63.07612110538619
false,STATION,Simo,SIM,346,FI,25.06143343746777,65.66536983252404
true,STATION,Simpele,SPL,507,FI,29.37400001087265,61.42525891531353
false,STATION,Sipilä,SIP,1254,FI,25.42097557516398,60.71136251994604
false,STATION,Sisättö,STÖ,1257,FI,23.31078376614865,61.8387759380366
true,STATION,Siuntio,STI,576,FI,24.22188538150318,60.14067055700216
false,STATION,Siuro,SIU,179,FI,23.33887517805893,61.47501037227023
true,STOPPING_POINT,Skogby,SGY,817,FI,23.31038437172605,59.92594529907125
false,STATION,Sköldvik,SLD,560,FI,25.48247606384017,60.30603356987969
false,TURNOUT_IN_THE_OPEN_LINE,Soinlahti,SOA,422,FI,27.20610254178085,63.63555912392345
false,TURNOUT_IN_THE_OPEN_LINE,Sorsasalo,SOR,870,FI,27.68483176403098,62.95447593998074
true,STATION,Sukeva,SKV,424,FI,27.42396284761255,63.86610301830461
false,STATION,Suolahti,SUO,251,FI,25.85242171919136,62.56233722686014
true,STATION,Suonenjoki,SNJ,404,FI,27.1259413246859,62.62471063765651
false,STATION,Suoniemi,SNM,638,FI,23.20971261973912,61.46580445603526
false,TURNOUT_IN_THE_OPEN_LINE,Syrjä,SYR,435,FI,28.36833861875567,62.3570037139357
false,STATION,Syrjämäki,SKI,1265,FI,22.91187064136937,62.75750668073394
false,STATION,Sysmäjärvi,SMJ,912,FI,29.06309618409201,62.71789646308427
false,STATION,Säkäniemi,SÄ,918,FI,30.12623978855992,62.3105761795678
false,TURNOUT_IN_THE_OPEN_LINE,Sänkimäki,SKM,872,FI,27.8685569302427,63.15248681137061
false,STATION,Sääksjärvi,SJ,157,FI,23.75216599514724,61.41916455966719
false,STATION,Taavetti,TA,486,FI,27.56110144841827,60.91336657435953
false,STATION,Tahkoluoto,TKO,702,FI,21.40736686146288,61.63601210394687
false,STATION,Taipale,TE,1268,FI,27.31336536656385,63.46079909156709
false,STATION,Talviainen,TV,1270,FI,24.65919739415511,61.72539407868312
false,STATION,Talvivaara,TLV,1323,FI,28.03212065058988,64.06348968357814
true,STOPPING_POINT,Tammisaari,TMS,76,FI,23.4432376706813,59.97950063889355
true,STATION,Tampere asema,TPE,160,FI,23.77342162788567,61.49890946135123
false,STATION,Tampere Järvensivu,JVS,1272,FI,23.78514979573341,61.49202563104789
false,STATION,Tampere tavara,TPET,1273,FI,23.76731400642552,61.47064152122638
false,STATION,Tampere Viinikka,VKA,1274,FI,23.77356463940541,61.48102368922519
true,STOPPING_POINT,Tapanila,TNA,552,FI,25.03071948396235,60.26420702479582
false,STATION,Tapavainola,TAP,1276,FI,28.09113031713108,61.01768067130167
true,STOPPING_POINT,Tavastila,TSL,837,FI,26.95548275926885,60.57305836834934
true,STOPPING_POINT,Tervajoki,TK,294,FI,22.17073414643984,63.00194473959462
true,STATION,Tervola,TRV,361,FI,24.77278855752522,66.08421470784803
false,STATION,Teuva,TUV,271,FI,21.74135924260782,62.47591995153594
false,STATION,Tikkala,TKK,916,FI,30.08634923196111,62.36581871646109
false,STATION,Tikkaperä,TKP,1335,FI,25.30724887380968,64.77091739547652
true,STATION,Tikkurila asema,TKL,18,FI,25.04464998575209,60.29250718664419
false,STATION,Tohmajärvi,TOH,448,FI,30.35897021331988,62.24426042115103
true,STATION,Toijala,TL,150,FI,23.86082704516266,61.17102211681818
false,STATION,Toivala,TOI,412,FI,27.72531400478763,62.99715997964513
true,STOPPING_POINT,Tolsa,TOL,830,FI,24.47048980550291,60.11764350940003
false,STATION,Tommola,TOM,1280,FI,25.49284350853327,60.90702440828843
false,STATION,Torkkeli,TRK,1283,FI,24.54921398150844,61.70123328684619
false,STATION,Tornio asema,TOR,351,FI,24.16392752890289,65.84821531578108
true,STOPPING_POINT,Tornio-Itäinen,TRI,1318,FI,24.18528739655337,65.85313472639608
false,STATION,Tornio-raja,TRR,678,FI,24.15189708240911,65.83017741838897
true,STOPPING_POINT,Tuomarila,TRL,579,FI,24.6820709065078,60.20609109391904
false,STATION,Tuomioja,TJA,336,FI,25.02849047172136,64.6100891277252
true,STATION,Turenki,TU,44,FI,24.6388783623007,60.91879508501042
true,STATION,Turku asema,TKU,130,FI,22.25242602684097,60.45429919932164
true,STATION,Turku satama,TUS,135,FI,22.22607237177706,60.43438623011733
false,STATION,Turku tavara,TKUT,1285,FI,22.23872445858304,60.45186668260144
false,STATION,Tuupovaara,TPV,458,FI,30.56186391246152,62.5239894664897
true,STOPPING_POINT,Tuuri,TUU,283,FI,23.72227006077193,62.60636331264683
false,STATION,Törmä,TÖR,1287,FI,24.6261656993452,65.89698227762031
false,STATION,Törölä,TRÄ,1290,FI,27.99222214876633,61.00814569166
true,STATION,Uimaharju,UIM,465,FI,30.24433156563778,62.91353091476375
false,STATION,Urjala,UR,148,FI,23.62619765650151,61.06394772772573
true,STATION,Utajärvi,UTJ,376,FI,26.41480642912964,64.76078870243248
false,TURNOUT_IN_THE_OPEN_LINE,Utti,UTI,484,FI,26.93454061182165,60.87796109255598
false,STATION,Uusikaupunki,UKP,121,FI,21.42465988019371,60.79764512596154
true,STATION,Uusikylä,UKÄ,105,FI,26.01781345702357,60.92812061231976
false,STATION,Vaajakoski,VKO,245,FI,25.88044402345288,62.24852088788158
true,STATION,Vaala,VAA,377,FI,26.84413088408356,64.5597927625822
false,TURNOUT_IN_THE_OPEN_LINE,Vaarala,VRA,807,FI,25.88117634764135,66.52067163421967
true,STATION,Vaasa,VS,288,FI,21.62071823452441,63.09904011398429
false,STATION,Vahojärvi,VJR,214,FI,23.23194489492205,61.91371213028743
true,STATION,Vainikkala asema,VNA,492,FI,28.30501572053918,60.86409576400993
false,STATION,Vainikkala tavara,VNAT,1292,FI,28.28747693926245,60.8684311939007
false,STATION,Vainikkala-raja,VNAR,493,FI,28.33900609422173,60.85573406804269
true,STOPPING_POINT,Valimo,VMO,847,FI,24.87621205562947,60.22221422882959
false,STATION,Valkeakoski,VI,153,FI,24.01712254511414,61.2743990004557
false,TURNOUT_IN_THE_OPEN_LINE,Valkeasuo,VSO,450,FI,30.16670691351066,62.30565266524748
false,STATION,Valtimo,VLM,475,FI,28.80313500625143,63.6878045922258
true,STATION,Vammala,VMA,176,FI,22.88724125154228,61.35002719418062
false,STATION,Vanattara,VTR,1295,FI,23.7594566596558,61.37130373997569
true,STOPPING_POINT,Vantaankoski,VKS,839,FI,24.84864598174621,60.28574967686441
true,STATION,Varkaus,VAR,432,FI,27.87544267561316,62.31313946601869
false,STATION,Vartius,VUS,941,FI,29.95098813432552,64.54188298664072
false,STATION,Vartius-raja,VUR,949,FI,29.99264294462017,64.54762577003268
false,STATION,Vasikkahaka,VKH,1300,FI,24.52503519703851,60.14612789173832
false,STATION,Vaskiluoto,VSK,291,FI,21.56328781970748,63.09029192835937
true,STOPPING_POINT,Vehkala,VEH,1337,FI,24.85052192755186,60.29768130657377
false,STATION,Venetmäki,VKI,428,FI,26.75418597489686,62.31009476031169
false,STATION,Vesanka,VN,239,FI,25.55787999329673,62.27022461850358
false,TURNOUT_IN_THE_OPEN_LINE,Viekki,VK,471,FI,29.6143611912683,63.42282092237496
false,TURNOUT_IN_THE_OPEN_LINE,Vierumäki,VRM,112,FI,25.9337262801086,61.1022876748852
true,STATION,Vihanti,VTI,334,FI,24.9942019027633,64.48627697621512
true,STATION,Vihtari,VIH,438,FI,29.03152579684432,62.38160435649752
false,STATION,Vihtavuori,VRI,248,FI,25.85997539536276,62.36174520116028
true,STATION,Viiala,VIA,155,FI,23.77068020397621,61.21217337858867
true,STATION,Viinijärvi,VNJ,440,FI,29.23954178478973,62.64265457077422
true,STATION,Viipuri,VYB,2000,RU,29.90065270075362,60.37953423726992
true,STATION,Villähde,VLH,104,FI,25.79773065916621,60.96243145684648
true,STATION,Vilppula,VLP,196,FI,24.50723690917114,62.02666514358846
false,STATION,Vinnilä,VIN,1305,FI,24.11114315090597,61.10033450673595
false,STATION,Virkamies,VMS,1339,FI,24.96539399538889,60.31296285876897
false,STATION,Voltti,VT,302,FI,22.82395893150345,63.28745462699337
false,STATION,Vuohijärvi,VHJ,541,FI,26.79713376506417,61.09614099074221
false,STATION,Vuojoki,VJO,1310,FI,21.70902432944396,61.17982045876679
false,STATION,Vuokatti,VKT,383,FI,28.2759805051262,64.14910868276716
true,STATION,Vuonislahti,VSL,467,FI,29.99607070925604,63.15379034192068
false,STATION,Vuonos,VNS,863,FI,29.09027574322309,62.76257838815163
false,STATION,Vuosaari,VSA,1321,FI,25.16635924463261,60.22860797959659
false,STATION,Värtsilä,VRS,2410,RU,30.66078719871479,62.16994708041064
false,STATION,Ykspihlaja tavara,YKST,315,FI,23.08309873169194,63.8385538837766
false,STATION,Ykspihlaja väliratapiha,YKSV,1326,FI,23.05824682372532,63.85044161723246
true,STOPPING_POINT,Ylistaro,YST,296,FI,22.53216050488861,62.91894245797563
true,STOPPING_POINT,Ylitornio,YTR,789,FI,23.68315401397518,66.32783810535815
false,STATION,Ylivalli,YLV,654,FI,22.9584542452538,62.40298359823538
true,STATION,Ylivieska,YV,320,FI,24.54094332168063,64.07350203460501
false,STATION,Yläkoski,YLK,867,FI,27.08742531644695,62.64501620540407
false,STATION,Ylämylly,YLY,913,FI,29.5670348079158,62.62150822401404
false,STATION,Ylöjärvi,YLÖ,211,FI,23.58577887391812,61.55718449530862
false,STATION,Ypykkävaara,YPY,940,FI,29.47759606175295,64.4816380273943
false,STATION,Äetsä,ÄS,174,FI,22.70597628899695,61.29716450118373
true,STATION,Ähtäri,ÄHT,265,FI,24.06413310484153,62.55425499627312
false,STATION,Ämmänsaari,ÄM,394,FI,28.89290073341003,64.88890451501844
false,STATION,Äänekoski,ÄKI,252,FI,25.74846391834134,62.59785668695424
